"V1","V2","ID1","pi","nSNP"
"Mp8g08030.1","MapolyID:Mapoly0155s0014","Mp8g08030","0.0006031760"," 5"
"Mp8g08040.1","MapolyID:Mapoly0155s0013","Mp8g08040","0.0004285715"," 3"
"Mp8g08050.1","KOG:KOG0208:Cation transport ATPase, [P]; SFLD:SFLDF00027:p-type atpase; SUPERFAMILY:SSF81653:Calcium ATPase, transduction domain A; SUPERFAMILY:SSF81665:Calcium ATPase, transmembrane domain M; ProSitePatterns:PS00154:E1-E2 ATPases phosphorylation site.; G3DSA:1.20.1110.10; G3DSA:2.70.150.10; PRINTS:PR00119:P-type cation-transporting ATPase superfamily signature; SFLD:SFLDG00002:C1.7: P-type atpase like; TIGRFAM:TIGR01494:ATPase_P-type: HAD ATPase, P-type, family IC; SUPERFAMILY:SSF81660:Metal cation-transporting ATPase, ATP-binding domain N; SUPERFAMILY:SSF56784:HAD-like; Pfam:PF00122:E1-E2 ATPase; PANTHER:PTHR45630:CATION-TRANSPORTING ATPASE-RELATED; TIGRFAM:TIGR01657:P-ATPase-V: P-type ATPase of unknown pump specificity (type V); G3DSA:3.40.50.1000; G3DSA:3.40.1110.10; PRINTS:PR00121:Sodium/potassium-transporting ATPase signature; CDD:cd07542:P-type_ATPase_cation; PTHR45630:SF11:CATION-TRANSPORTING ATPASE; GO:0019829:ATPase-coupled cation transmembrane transporter activity; GO:0006812:cation transport; GO:0000166:nucleotide binding; GO:0016887:ATPase activity; GO:0016021:integral component of membrane; GO:0005524:ATP binding; MapolyID:Mapoly0155s0012","Mp8g08050","0.0004619115","14"
"Mp8g08050.2","KOG:KOG0208:Cation transport ATPase, [P]; SFLD:SFLDF00027:p-type atpase; SUPERFAMILY:SSF81665:Calcium ATPase, transmembrane domain M; SUPERFAMILY:SSF81653:Calcium ATPase, transduction domain A; G3DSA:1.20.1110.10; ProSitePatterns:PS00154:E1-E2 ATPases phosphorylation site.; SFLD:SFLDS00003:Haloacid Dehalogenase; G3DSA:2.70.150.10; PRINTS:PR00119:P-type cation-transporting ATPase superfamily signature; TIGRFAM:TIGR01494:ATPase_P-type: HAD ATPase, P-type, family IC; SUPERFAMILY:SSF56784:HAD-like; SUPERFAMILY:SSF81660:Metal cation-transporting ATPase, ATP-binding domain N; Pfam:PF00122:E1-E2 ATPase; PANTHER:PTHR45630:CATION-TRANSPORTING ATPASE-RELATED; TIGRFAM:TIGR01657:P-ATPase-V: P-type ATPase of unknown pump specificity (type V); G3DSA:3.40.50.1000; G3DSA:3.40.1110.10; PRINTS:PR00121:Sodium/potassium-transporting ATPase signature; CDD:cd07542:P-type_ATPase_cation; PTHR45630:SF11:CATION-TRANSPORTING ATPASE; GO:0019829:ATPase-coupled cation transmembrane transporter activity; GO:0006812:cation transport; GO:0000166:nucleotide binding; GO:0016887:ATPase activity; GO:0016021:integral component of membrane; GO:0005524:ATP binding; MapolyID:Mapoly0155s0012","Mp8g08050","0.0004619115","14"
"Mp8g08050.3","KOG:KOG0208:Cation transport ATPase, [P]; SFLD:SFLDF00027:p-type atpase; SUPERFAMILY:SSF81653:Calcium ATPase, transduction domain A; SUPERFAMILY:SSF81665:Calcium ATPase, transmembrane domain M; G3DSA:1.20.1110.10; ProSitePatterns:PS00154:E1-E2 ATPases phosphorylation site.; G3DSA:2.70.150.10; PRINTS:PR00119:P-type cation-transporting ATPase superfamily signature; SFLD:SFLDG00002:C1.7: P-type atpase like; TIGRFAM:TIGR01494:ATPase_P-type: HAD ATPase, P-type, family IC; SUPERFAMILY:SSF81660:Metal cation-transporting ATPase, ATP-binding domain N; SUPERFAMILY:SSF56784:HAD-like; Pfam:PF00122:E1-E2 ATPase; PANTHER:PTHR45630:CATION-TRANSPORTING ATPASE-RELATED; TIGRFAM:TIGR01657:P-ATPase-V: P-type ATPase of unknown pump specificity (type V); G3DSA:3.40.50.1000; G3DSA:3.40.1110.10; PRINTS:PR00121:Sodium/potassium-transporting ATPase signature; CDD:cd07542:P-type_ATPase_cation; PTHR45630:SF11:CATION-TRANSPORTING ATPASE; GO:0019829:ATPase-coupled cation transmembrane transporter activity; GO:0006812:cation transport; GO:0000166:nucleotide binding; GO:0016887:ATPase activity; GO:0016021:integral component of membrane; GO:0005524:ATP binding; MapolyID:Mapoly0155s0012","Mp8g08050","0.0004619115","14"
"Mp8g08060.1","PANTHER:PTHR31694:DESICCATION-LIKE PROTEIN; Pfam:PF13668:Ferritin-like domain; MapolyID:Mapoly0155s0011","Mp8g08060","0.0002857140"," 2"
"Mp8g08070.1","KEGG:K14555:UTP13, TBL3, U3 small nucleolar RNA-associated protein 13; KOG:KOG0319:WD40-repeat-containing subunit of the 18S rRNA processing complex, [A]; ProSitePatterns:PS00678:Trp-Asp (WD) repeats signature.; SUPERFAMILY:SSF50978:WD40 repeat-like; ProSiteProfiles:PS50082:Trp-Asp (WD) repeats profile.; Pfam:PF08625:Utp13 specific WD40 associated domain; G3DSA:2.130.10.10; PTHR19854:SF19:BNAC02G06840D PROTEIN; PRINTS:PR00320:G protein beta WD-40 repeat signature; ProSiteProfiles:PS50294:Trp-Asp (WD) repeats circular profile.; MobiDBLite:consensus disorder prediction; Coils:Coil; PANTHER:PTHR19854:TRANSDUCIN BETA-LIKE 3; CDD:cd00200:WD40; Pfam:PF00400:WD domain, G-beta repeat; SMART:SM00320:WD40_4; GO:0032040:small-subunit processome; GO:0005515:protein binding; GO:0006364:rRNA processing; MapolyID:Mapoly0155s0010","Mp8g08070","0.0005179135","13"
"Mp8g08080.1","MobiDBLite:consensus disorder prediction","Mp8g08080","0.0003809523"," 4"
"Mp8g08090.1","MapolyID:Mapoly0155s0009","Mp8g08090","0.0002857140"," 2"
"Mp8g08100.1","KOG:KOG4282:Transcription factor GT-2 and related proteins, contains trihelix DNA-binding/SANT domain, C-term missing, [K]; G3DSA:1.10.10.60; ProSiteProfiles:PS50090:Myb-like domain profile.; Pfam:PF13837:Myb/SANT-like DNA-binding domain; MobiDBLite:consensus disorder prediction; PANTHER:PTHR21654; PTHR21654:SF84:FI21293P1; CDD:cd12203:GT1; Coils:Coil; SMART:SM00717:sant; MapolyID:Mapoly0155s0008; MPGENES:MpTRIHELIX33:transcription factor, Trihelix","Mp8g08100",NA,NA
"Mp8g08100.2","KOG:KOG4282:Transcription factor GT-2 and related proteins, contains trihelix DNA-binding/SANT domain, C-term missing, [K]; ProSiteProfiles:PS50090:Myb-like domain profile.; Pfam:PF13837:Myb/SANT-like DNA-binding domain; G3DSA:1.10.10.60; MobiDBLite:consensus disorder prediction; Coils:Coil; PANTHER:PTHR21654; PTHR21654:SF84:FI21293P1; CDD:cd12203:GT1; SMART:SM00717:sant; MapolyID:Mapoly0155s0008","Mp8g08100",NA,NA
"Mp8g08110.1","MapolyID:Mapoly0155s0007","Mp8g08110",NA,NA
"Mp8g08120.1","MapolyID:Mapoly0155s0006","Mp8g08120",NA,NA
"Mp8g08130.1","KEGG:K24725:AAMP, angio-associated migratory cell protein; KOG:KOG0296:Angio-associated migratory cell protein (contains WD40 repeats), [S]; Pfam:PF00400:WD domain, G-beta repeat; ProSiteProfiles:PS50082:Trp-Asp (WD) repeats profile.; SUPERFAMILY:SSF50978:WD40 repeat-like; G3DSA:2.130.10.10; PANTHER:PTHR19857:MITOCHONDRIAL DIVISION PROTEIN 1-RELATED; SMART:SM00320:WD40_4; PTHR19857:SF8:MITOCHONDRIAL DIVISION PROTEIN 1-RELATED; ProSitePatterns:PS00678:Trp-Asp (WD) repeats signature.; CDD:cd00200:WD40; ProSiteProfiles:PS50294:Trp-Asp (WD) repeats circular profile.; GO:0005515:protein binding; MapolyID:Mapoly0155s0005","Mp8g08130",NA,NA
"Mp8g08150.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0155s0004","Mp8g08150","0.0002857140"," 1"
"Mp8g08150.2","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0155s0004","Mp8g08150","0.0002857140"," 1"
"Mp8g08150.3","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0155s0004","Mp8g08150","0.0002857140"," 1"
"Mp8g08150.4","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0155s0004","Mp8g08150","0.0002857140"," 1"
"Mp8g08160.1","KOG:KOG4178:Soluble epoxide hydrolase, [I]; PANTHER:PTHR43329:EPOXIDE HYDROLASE; SUPERFAMILY:SSF53474:alpha/beta-Hydrolases; MobiDBLite:consensus disorder prediction; Pfam:PF00561:alpha/beta hydrolase fold; PTHR43329:SF1:ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN; MapolyID:Mapoly0155s0003","Mp8g08160","0.0004127617"," 4"
"Mp8g08160.2","KOG:KOG4178:Soluble epoxide hydrolase, [I]; Pfam:PF00561:alpha/beta hydrolase fold; PANTHER:PTHR43329:EPOXIDE HYDROLASE; SUPERFAMILY:SSF53474:alpha/beta-Hydrolases; MobiDBLite:consensus disorder prediction; PTHR43329:SF1:ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN; MapolyID:Mapoly0155s0003","Mp8g08160","0.0004127617"," 4"
"Mp8g08170.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0155s0002","Mp8g08170",NA,NA
"Mp8g08180.1","ProSiteProfiles:PS51671:ACT domain profile.; CDD:cd04925:ACT_ACR_2; SUPERFAMILY:SSF55021:ACT-like; PANTHER:PTHR31096:ACT DOMAIN-CONTAINING PROTEIN ACR4-RELATED; CDD:cd04897:ACT_ACR_3; G3DSA:3.30.70.260; PTHR31096:SF5:ACT DOMAIN-CONTAINING PROTEIN ACR3; CDD:cd04895:ACT_ACR_1; Pfam:PF01842:ACT domain; MapolyID:Mapoly0155s0001","Mp8g08180",NA,NA
"Mp8g08180.2","ProSiteProfiles:PS51671:ACT domain profile.; CDD:cd04925:ACT_ACR_2; SUPERFAMILY:SSF55021:ACT-like; PANTHER:PTHR31096:ACT DOMAIN-CONTAINING PROTEIN ACR4-RELATED; CDD:cd04897:ACT_ACR_3; G3DSA:3.30.70.260; PTHR31096:SF5:ACT DOMAIN-CONTAINING PROTEIN ACR3; CDD:cd04895:ACT_ACR_1; Pfam:PF01842:ACT domain; MapolyID:Mapoly0155s0001","Mp8g08180",NA,NA
"Mp8g08190.1","G3DSA:1.10.10.60; ProSiteProfiles:PS51523:Zinc-finger ZF-HD dimerization-type profile.; MobiDBLite:consensus disorder prediction; SUPERFAMILY:SSF46689:Homeodomain-like; TIGRFAM:TIGR01565:homeo_ZF_HD: homeobox domain, ZF-HD class; Pfam:PF04770:ZF-HD protein dimerisation region; PANTHER:PTHR31948:ZINC-FINGER HOMEODOMAIN PROTEIN 2; PTHR31948:SF61:ZINC-FINGER HOMEODOMAIN PROTEIN 4; TIGRFAM:TIGR01566:ZF_HD_prot_N: ZF-HD homeobox protein Cys/His-rich dimerization domain; MapolyID:Mapoly0063s0098; MPGENES:MpHD13:transcription factor, HD; MPGENES:MpPLINC:Zinc finger class homeodomain","Mp8g08190",NA,NA
"Mp8g08190.2","G3DSA:1.10.10.60; ProSiteProfiles:PS51523:Zinc-finger ZF-HD dimerization-type profile.; MobiDBLite:consensus disorder prediction; SUPERFAMILY:SSF46689:Homeodomain-like; TIGRFAM:TIGR01565:homeo_ZF_HD: homeobox domain, ZF-HD class; Pfam:PF04770:ZF-HD protein dimerisation region; PANTHER:PTHR31948:ZINC-FINGER HOMEODOMAIN PROTEIN 2; PTHR31948:SF61:ZINC-FINGER HOMEODOMAIN PROTEIN 4; TIGRFAM:TIGR01566:ZF_HD_prot_N: ZF-HD homeobox protein Cys/His-rich dimerization domain; MapolyID:Mapoly0063s0098","Mp8g08190",NA,NA
"Mp8g08200.1","KEGG:K12493:ARFGAP2_3, ADP-ribosylation factor GTPase-activating protein 2/3; KOG:KOG0706:Predicted GTPase-activating protein, [T]; ProSiteProfiles:PS50115:ARF GTPase-activating proteins domain profile.; Pfam:PF01412:Putative GTPase activating protein for Arf; SUPERFAMILY:SSF57863:ArfGap/RecO-like zinc finger; MobiDBLite:consensus disorder prediction; G3DSA:3.30.40.160; CDD:cd08831:ArfGap_ArfGap2_3_like; PANTHER:PTHR45686:ADP-RIBOSYLATION FACTOR GTPASE ACTIVATING PROTEIN 3, ISOFORM H-RELATED; PRINTS:PR00405:HIV Rev interacting protein signature; PTHR45686:SF15:ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PROTEIN AGD9-RELATED; SMART:SM00105:arf_gap_3; GO:0005096:GTPase activator activity; MapolyID:Mapoly0063s0097","Mp8g08200","0.0002698637"," 3"
"Mp8g08200.2","KEGG:K12493:ARFGAP2_3, ADP-ribosylation factor GTPase-activating protein 2/3; KOG:KOG0706:Predicted GTPase-activating protein, [T]; Pfam:PF01412:Putative GTPase activating protein for Arf; ProSiteProfiles:PS50115:ARF GTPase-activating proteins domain profile.; PTHR45686:SF15:ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PROTEIN AGD9-RELATED; SUPERFAMILY:SSF57863:ArfGap/RecO-like zinc finger; CDD:cd08831:ArfGap_ArfGap2_3_like; MobiDBLite:consensus disorder prediction; PRINTS:PR00405:HIV Rev interacting protein signature; G3DSA:3.30.40.160; PANTHER:PTHR45686:ADP-RIBOSYLATION FACTOR GTPASE ACTIVATING PROTEIN 3, ISOFORM H-RELATED; SMART:SM00105:arf_gap_3; GO:0005096:GTPase activator activity; MapolyID:Mapoly0063s0097","Mp8g08200","0.0002698637"," 3"
"Mp8g08210.1","SUPERFAMILY:SSF52058:L domain-like; PANTHER:PTHR48057:LEUCINE-RICH REPEAT SERINE/THREONINE-PROTEIN KINASE 1; G3DSA:3.80.10.10:Ribonuclease Inhibitor; PTHR48057:SF6:VERTICILLIUM WILT DISEASE RESISTANCE PROTEIN; MapolyID:Mapoly0636s0001","Mp8g08210","0.0002857140"," 1"
"Mp8g08220.1","PANTHER:PTHR37898:OS05G0540200 PROTEIN; MapolyID:Mapoly0063s0096","Mp8g08220","0.0005714290"," 1"
"Mp8g08230.1","KEGG:K20178:VPS8, vacuolar protein sorting-associated protein 8; KOG:KOG2079:Vacuolar assembly/sorting protein VPS8, C-term missing, [U]; KOG:KOG2066:Vacuolar assembly/sorting protein VPS41, N-term missing, [U]; Coils:Coil; MobiDBLite:consensus disorder prediction; PANTHER:PTHR12616:VACUOLAR PROTEIN SORTING VPS41; ProSiteProfiles:PS50294:Trp-Asp (WD) repeats circular profile.; CDD:cd16448:RING-H2; PTHR12616:SF8:VPS8 SUBUNIT OF CORVET COMPLEX; G3DSA:2.130.10.10; SUPERFAMILY:SSF50978:WD40 repeat-like; SMART:SM00184:ring_2; Pfam:PF12816:Golgi CORVET complex core vacuolar protein 8; ProSiteProfiles:PS50082:Trp-Asp (WD) repeats profile.; GO:0005515:protein binding; MapolyID:Mapoly0063s0095","Mp8g08230",NA,NA
"Mp8g08230.2","KEGG:K20178:VPS8, vacuolar protein sorting-associated protein 8; KOG:KOG2079:Vacuolar assembly/sorting protein VPS8, C-term missing, [U]; KOG:KOG2066:Vacuolar assembly/sorting protein VPS41, N-term missing, [U]; Coils:Coil; MobiDBLite:consensus disorder prediction; PANTHER:PTHR12616:VACUOLAR PROTEIN SORTING VPS41; ProSiteProfiles:PS50294:Trp-Asp (WD) repeats circular profile.; CDD:cd16448:RING-H2; PTHR12616:SF8:VPS8 SUBUNIT OF CORVET COMPLEX; G3DSA:2.130.10.10; SUPERFAMILY:SSF50978:WD40 repeat-like; SMART:SM00184:ring_2; Pfam:PF12816:Golgi CORVET complex core vacuolar protein 8; ProSiteProfiles:PS50082:Trp-Asp (WD) repeats profile.; GO:0005515:protein binding; MapolyID:Mapoly0063s0095","Mp8g08230",NA,NA
"Mp8g08230.3","KEGG:K20178:VPS8, vacuolar protein sorting-associated protein 8; KOG:KOG2079:Vacuolar assembly/sorting protein VPS8, C-term missing, [U]; KOG:KOG2066:Vacuolar assembly/sorting protein VPS41, N-term missing, [U]; Coils:Coil; MobiDBLite:consensus disorder prediction; PANTHER:PTHR12616:VACUOLAR PROTEIN SORTING VPS41; ProSiteProfiles:PS50294:Trp-Asp (WD) repeats circular profile.; CDD:cd16448:RING-H2; PTHR12616:SF8:VPS8 SUBUNIT OF CORVET COMPLEX; G3DSA:2.130.10.10; SUPERFAMILY:SSF50978:WD40 repeat-like; SMART:SM00184:ring_2; Pfam:PF12816:Golgi CORVET complex core vacuolar protein 8; ProSiteProfiles:PS50082:Trp-Asp (WD) repeats profile.; GO:0005515:protein binding; MapolyID:Mapoly0063s0095","Mp8g08230",NA,NA
"Mp8g08230.4","KEGG:K20178:VPS8, vacuolar protein sorting-associated protein 8; KOG:KOG2079:Vacuolar assembly/sorting protein VPS8, C-term missing, [U]; KOG:KOG2066:Vacuolar assembly/sorting protein VPS41, N-term missing, [U]; Coils:Coil; Pfam:PF12816:Golgi CORVET complex core vacuolar protein 8; MobiDBLite:consensus disorder prediction; G3DSA:2.130.10.10; ProSiteProfiles:PS50294:Trp-Asp (WD) repeats circular profile.; PANTHER:PTHR12616:VACUOLAR PROTEIN SORTING VPS41; PTHR12616:SF8:VPS8 SUBUNIT OF CORVET COMPLEX; SUPERFAMILY:SSF50978:WD40 repeat-like; ProSiteProfiles:PS50082:Trp-Asp (WD) repeats profile.; GO:0005515:protein binding; MapolyID:Mapoly0063s0095","Mp8g08230",NA,NA
"Mp8g08240.1","MobiDBLite:consensus disorder prediction; PANTHER:PTHR35492:TRANSDUCIN/WD40 REPEAT-LIKE SUPERFAMILY PROTEIN; SUPERFAMILY:SSF50998:Quinoprotein alcohol dehydrogenase-like; Coils:Coil; MapolyID:Mapoly0063s0094","Mp8g08240",NA,NA
"Mp8g08250.1","KOG:KOG0192:Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs, [T]; KOG:KOG0980:Actin-binding protein SLA2/Huntingtin-interacting protein Hip1, C-term missing, [Z]; ProSitePatterns:PS00108:Serine/Threonine protein kinases active-site signature.; G3DSA:1.25.40.90; G3DSA:3.30.200.20:Phosphorylase Kinase, domain 1; MobiDBLite:consensus disorder prediction; CDD:cd13999:STKc_MAP3K-like; PRINTS:PR00109:Tyrosine kinase catalytic domain signature; ProSiteProfiles:PS50011:Protein kinase domain profile.; PTHR44329:SF185:MAP KINASE KINASE KINASE-LIKE PROTEIN; Pfam:PF07714:Protein tyrosine and serine/threonine kinase; SUPERFAMILY:SSF48464:ENTH/VHS domain; ProSitePatterns:PS00107:Protein kinases ATP-binding region signature.; G3DSA:1.10.510.10:Transferase(Phosphotransferase) domain 1; SUPERFAMILY:SSF56112:Protein kinase-like (PK-like); Pfam:PF07651:ANTH domain; SMART:SM00220:serkin_6; ProSiteProfiles:PS50942:ENTH domain profile.; PANTHER:PTHR44329:SERINE/THREONINE-PROTEIN KINASE TNNI3K-RELATED; SMART:SM00273:enth_2; GO:0005524:ATP binding; GO:0006468:protein phosphorylation; GO:0005543:phospholipid binding; GO:0004672:protein kinase activity; MapolyID:Mapoly0063s0093","Mp8g08250","0.0005619348","10"
"Mp8g08260.1","MapolyID:Mapoly0063s0092","Mp8g08260","0.0011428600"," 4"
"Mp8g08270.1","Pfam:PF14416:PMR5 N terminal Domain; MobiDBLite:consensus disorder prediction; PTHR32285:SF9:PROTEIN TRICHOME BIREFRINGENCE-LIKE 25; Pfam:PF13839:GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p; PANTHER:PTHR32285:PROTEIN TRICHOME BIREFRINGENCE-LIKE 9-RELATED; MapolyID:Mapoly0063s0091","Mp8g08270","0.0004603403"," 4"
"Mp8g08530.1","KEGG:K10359:MYO7A, USH1B, myosin VIIa; KOG:KOG4261:Talin, C-term missing, [Z]; ProSiteProfiles:PS50057:FERM domain profile.; SMART:SM00139:MyTH4_1; G3DSA:2.30.29.30; G3DSA:3.10.20.90; G3DSA:1.20.80.10; SUPERFAMILY:SSF47031:Second domain of FERM; CDD:cd14473:FERM_B-lobe; G3DSA:1.25.40.530; SUPERFAMILY:SSF50729:PH domain-like; Pfam:PF00784:MyTH4 domain; ProSiteProfiles:PS51016:MyTH4 domain profile.; PANTHER:PTHR22692:MYOSIN VII, XV; GO:0005856:cytoskeleton; MapolyID:Mapoly0063s0065","Mp8g08530","0.0012721600","20"
"Mp8g08550.1","KEGG:K10359:MYO7A, USH1B, myosin VIIa; KOG:KOG0956:PHD finger protein AF10, N-term missing, C-term missing, [R]; MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS50057:FERM domain profile.; CDD:cd14473:FERM_B-lobe; G3DSA:3.10.20.90; G3DSA:2.30.29.30; G3DSA:1.25.40.530; SUPERFAMILY:SSF50729:PH domain-like; PANTHER:PTHR22692:MYOSIN VII, XV; ProSiteProfiles:PS51016:MyTH4 domain profile.; SUPERFAMILY:SSF47031:Second domain of FERM; Pfam:PF00784:MyTH4 domain; GO:0005856:cytoskeleton; MapolyID:Mapoly0063s0064","Mp8g08550","0.0009630193","21"
"Mp8g08560.1","PANTHER:PTHR36399:PHOTOSYNTHETIC NDH SUBUNIT OF SUBCOMPLEX B 5, CHLOROPLASTIC; GO:0009507:chloroplast; GO:0006979:response to oxidative stress; MapolyID:Mapoly0063s0063","Mp8g08560","0.0021269842","30"
"Mp8g08560.2","PANTHER:PTHR36399:PHOTOSYNTHETIC NDH SUBUNIT OF SUBCOMPLEX B 5, CHLOROPLASTIC; GO:0009507:chloroplast; GO:0006979:response to oxidative stress; MapolyID:Mapoly0063s0063","Mp8g08560","0.0021269842","30"
"Mp8g08560.3","MobiDBLite:consensus disorder prediction; PANTHER:PTHR36399:PHOTOSYNTHETIC NDH SUBUNIT OF SUBCOMPLEX B 5, CHLOROPLASTIC; GO:0009507:chloroplast; GO:0006979:response to oxidative stress; MapolyID:Mapoly0063s0063","Mp8g08560","0.0021269842","30"
"Mp8g08570.1","KEGG:K21842:EFR3, protein EFR3; KOG:KOG1877:Putative transmembrane protein cmp44E, [R]; G3DSA:1.25.10.10; PANTHER:PTHR46087:PUTATIVE, EXPRESSED-RELATED; SUPERFAMILY:SSF48371:ARM repeat; MapolyID:Mapoly0063s0062","Mp8g08570","0.0012170110","23"
"Mp8g08580.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0063s0061","Mp8g08580","0.0010002900"," 2"
"Mp8g08590.1","KEGG:K00826:E2.6.1.42, ilvE, branched-chain amino acid aminotransferase [EC:2.6.1.42]; KOG:KOG0975:Branched chain aminotransferase BCAT1, pyridoxal phosphate enzymes type IV superfamily, [E]; CDD:cd01557:BCAT_beta_family; MobiDBLite:consensus disorder prediction; G3DSA:3.30.470.10; TIGRFAM:TIGR01123:ilvE_II: branched-chain amino acid aminotransferase; ProSitePatterns:PS00770:Aminotransferases class-IV signature.; G3DSA:3.20.10.10; PANTHER:PTHR42825:AMINO ACID AMINOTRANSFERASE; Pfam:PF01063:Amino-transferase class IV; PTHR42825:SF18:BRANCHED-CHAIN-AMINO-ACID AMINOTRANSFERASE; SUPERFAMILY:SSF56752:D-aminoacid aminotransferase-like PLP-dependent enzymes; GO:0003824:catalytic activity; GO:0009081:branched-chain amino acid metabolic process; GO:0004084:branched-chain-amino-acid transaminase activity; MapolyID:Mapoly0063s0060","Mp8g08590","0.0015715178","14"
"Mp8g08590.2","KEGG:K00826:E2.6.1.42, ilvE, branched-chain amino acid aminotransferase [EC:2.6.1.42]; KOG:KOG0975:Branched chain aminotransferase BCAT1, pyridoxal phosphate enzymes type IV superfamily, [E]; CDD:cd01557:BCAT_beta_family; MobiDBLite:consensus disorder prediction; G3DSA:3.30.470.10; TIGRFAM:TIGR01123:ilvE_II: branched-chain amino acid aminotransferase; ProSitePatterns:PS00770:Aminotransferases class-IV signature.; G3DSA:3.20.10.10; PANTHER:PTHR42825:AMINO ACID AMINOTRANSFERASE; Pfam:PF01063:Amino-transferase class IV; PTHR42825:SF18:BRANCHED-CHAIN-AMINO-ACID AMINOTRANSFERASE; SUPERFAMILY:SSF56752:D-aminoacid aminotransferase-like PLP-dependent enzymes; GO:0003824:catalytic activity; GO:0009081:branched-chain amino acid metabolic process; GO:0004084:branched-chain-amino-acid transaminase activity; MapolyID:Mapoly0063s0060","Mp8g08590","0.0015715178","14"
"Mp8g08600.1","KEGG:K11340:ACTL6A, INO80K, actin-like protein 6A; KOG:KOG0679:Actin-related protein - Arp4p/Act3p, [Z]; Pfam:PF00022:Actin; PTHR11937:SF413; SUPERFAMILY:SSF53067:Actin-like ATPase domain; PANTHER:PTHR11937:ACTIN; CDD:cd00012:NBD_sugar-kinase_HSP70_actin; SMART:SM00268:actin_3; MapolyID:Mapoly0063s0059","Mp8g08600","0.0005714290"," 1"
"Mp8g08610.1","KEGG:K11593:ELF2C, AGO, eukaryotic translation initiation factor 2C; KOG:KOG1041:Translation initiation factor 2C (eIF-2C) and related proteins, [J]; SMART:SM01163:DUF1785_2; Pfam:PF16486:N-terminal domain of argonaute; G3DSA:3.40.50.2300; ProSiteProfiles:PS50822:Piwi domain profile.; G3DSA:3.30.420.10; PTHR22891:SF149:PROTEIN ARGONAUTE 6; SMART:SM00949:PAZ_2_a_3; CDD:cd04657:Piwi_ago-like; Pfam:PF16488:Argonaute linker 2 domain; SUPERFAMILY:SSF101690:PAZ domain; G3DSA:2.170.260.10:paz domain; MobiDBLite:consensus disorder prediction; SMART:SM00950:Piwi_a_2; Pfam:PF02171:Piwi domain; SUPERFAMILY:SSF53098:Ribonuclease H-like; ProSiteProfiles:PS50821:PAZ domain profile.; PANTHER:PTHR22891:EUKARYOTIC TRANSLATION INITIATION FACTOR 2C; Pfam:PF02170:PAZ domain; Pfam:PF08699:Argonaute linker 1 domain; CDD:cd02846:PAZ_argonaute_like; GO:0003676:nucleic acid binding; GO:0005515:protein binding; MapolyID:Mapoly0063s0058","Mp8g08610",NA,NA
"Mp8g08610.2","KEGG:K11593:ELF2C, AGO, eukaryotic translation initiation factor 2C; KOG:KOG1041:Translation initiation factor 2C (eIF-2C) and related proteins, [J]; SMART:SM01163:DUF1785_2; Pfam:PF16486:N-terminal domain of argonaute; G3DSA:3.40.50.2300; ProSiteProfiles:PS50822:Piwi domain profile.; G3DSA:3.30.420.10; PTHR22891:SF149:PROTEIN ARGONAUTE 6; SMART:SM00949:PAZ_2_a_3; CDD:cd04657:Piwi_ago-like; Pfam:PF16488:Argonaute linker 2 domain; SUPERFAMILY:SSF101690:PAZ domain; G3DSA:2.170.260.10:paz domain; MobiDBLite:consensus disorder prediction; SMART:SM00950:Piwi_a_2; Pfam:PF02171:Piwi domain; SUPERFAMILY:SSF53098:Ribonuclease H-like; ProSiteProfiles:PS50821:PAZ domain profile.; PANTHER:PTHR22891:EUKARYOTIC TRANSLATION INITIATION FACTOR 2C; Pfam:PF02170:PAZ domain; Pfam:PF08699:Argonaute linker 1 domain; CDD:cd02846:PAZ_argonaute_like; GO:0003676:nucleic acid binding; GO:0005515:protein binding; MapolyID:Mapoly0063s0058","Mp8g08610",NA,NA
"Mp8g08620.1","MapolyID:Mapoly0063s0057","Mp8g08620","0.0004285715"," 3"
"Mp8g08630.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0063s0056","Mp8g08630","0.0004285715"," 3"
"Mp8g08640.1","KEGG:K03005:RPA49, POLR1E, DNA-directed RNA polymerase I subunit RPA49; KOG:KOG4183:RNA polymerase I 49 kDa subunit, [K]; PANTHER:PTHR14440:DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA49; Pfam:PF06870:A49-like RNA polymerase I associated factor; GO:0006351:transcription, DNA-templated; GO:0003677:DNA binding; MapolyID:Mapoly0063s0055","Mp8g08640","0.0007024992","10"
