"CHROM","source","type","start","end","score","strand","phase","attributes","ID","PI","NUMBERofSNPs"
"chr7","feature","gene",6573145,6575857,".","+",".","ID=Mp7g05550;MapolyID=Mapoly0057s0115;Name=Mp7g05550","Mp7g05550",0.000285714,2
"chr7","feature","gene",6580355,6586475,".","+",".","ID=Mp7g05560;MapolyID=Mapoly0057s0114;Name=Mp7g05560","Mp7g05560",0.0005714285,3
"chr7","feature","gene",6586794,6588939,".","-",".","ID=Mp7g05570;MapolyID=Mapoly0057s0113;Name=Mp7g05570","Mp7g05570",0.000809524,4
"chr7","feature","gene",6592845,6603472,".","+",".","ID=Mp7g05580;MapolyID=Mapoly0057s0112;Name=Mp7g05580","Mp7g05580",0.0006191512,9
"chr7","feature","gene",6615069,6617703,".","+",".","ID=Mp7g05590;Name=Mp7g05590","Mp7g05590",0.000571429,1
"chr7","feature","gene",6621852,6625299,".","-",".","ID=Mp7g05600;MapolyID=Mapoly0057s0111;Name=Mp7g05600","Mp7g05600",0.0006428575,6
"chr7","feature","gene",6632415,6638160,".","-",".","ID=Mp7g05610;MapolyID=Mapoly0057s0110;Name=Mp7g05610","Mp7g05610",0.000630969,8
"chr7","feature","gene",6638810,6640430,".","+",".","ID=Mp7g05620;MapolyID=Mapoly0057s0109;Name=Mp7g05620","Mp7g05620",0.000460340333333333,4
"chr7","feature","gene",6648589,6650339,".","-",".","ID=Mp7g05630;MapolyID=Mapoly0057s0108;Name=Mp7g05630","Mp7g05630",0.000825397666666667,6
"chr7","feature","gene",6650757,6652663,".","+",".","ID=Mp7g05640;MapolyID=Mapoly0057s0107;Name=Mp7g05640","Mp7g05640",0.001786155,7
"chr7","feature","gene",6662536,6669235,".","+",".","ID=Mp7g05650;MapolyID=Mapoly0057s0106;Name=Mp7g05650","Mp7g05650",0.00109539085714286,17
"chr7","feature","gene",6685797,6687655,".","+",".","ID=Mp7g05670;MapolyID=Mapoly0057s0104;Name=Mp7g05670","Mp7g05670",0.0010238845,5
"chr7","feature","gene",6687590,6690732,".","+",".","ID=Mp7g05680;MapolyID=Mapoly0057s0103;Name=Mp7g05680","Mp7g05680",0.000952381666666667,6
"chr7","feature","gene",6695252,6697902,".","-",".","ID=Mp7g05690;MapolyID=Mapoly0057s0102;Name=Mp7g05690","Mp7g05690",0.00219047666666667,15
"chr7","feature","gene",6700776,6707550,".","-",".","ID=Mp7g05700;MapolyID=Mapoly0057s0101;Name=Mp7g05700","Mp7g05700",0.000342857,5
"chr7","feature","gene",6713159,6726236,".","-",".","ID=Mp7g05710;MapolyID=Mapoly0057s0099;Name=Mp7g05710","Mp7g05710",0.000452380875,11
"chr7","feature","gene",6731427,6738996,".","-",".","ID=Mp7g05720;MapolyID=Mapoly0057s0100;Name=Mp7g05720","Mp7g05720",0.000285714,4
"chr7","feature","gene",6743479,6744720,".","+",".","ID=Mp7g05730;MapolyID=Mapoly0057s0098;Name=Mp7g05730","Mp7g05730",0.000857388,2
"chr7","feature","gene",6745126,6757570,".","+",".","ID=Mp7g05740;MapolyID=Mapoly0057s0097;Name=Mp7g05740","Mp7g05740",0.000761905833333333,12
"chr7","feature","gene",6791438,6794460,".","-",".","ID=Mp7g05750;MapolyID=Mapoly0057s0096;Name=Mp7g05750","Mp7g05750",0.001190943,12
"chr7","feature","gene",6817021,6819296,".","+",".","ID=Mp7g05760;MapolyID=Mapoly0057s0095;Name=Mp7g05760","Mp7g05760",0.001254107,12
"chr7","feature","gene",6819389,6823460,".","-",".","ID=Mp7g05770;MapolyID=Mapoly0057s0094;Name=Mp7g05770","Mp7g05770",0.00122622575,14
"chr7","feature","gene",6827709,6833005,".","-",".","ID=Mp7g05780;MapolyID=Mapoly0057s0093;Name=Mp7g05780","Mp7g05780",0.00151020485714286,30
"chr7","feature","gene",6847123,6855010,".","+",".","ID=Mp7g05790;MapolyID=Mapoly0057s0092;Name=Mp7g05790","Mp7g05790",0.000962985222222222,26
"chr7","feature","gene",6855601,6859412,".","+",".","ID=Mp7g05800;MapolyID=Mapoly0057s0091;Name=Mp7g05800","Mp7g05800",4e-04,6
"chr7","feature","gene",6861298,6864173,".","-",".","ID=Mp7g05810;MapolyID=Mapoly0057s0090;Name=Mp7g05810","Mp7g05810",0.000666667666666667,6
"chr7","feature","gene",6865256,6871918,".","-",".","ID=Mp7g05820;MapolyID=Mapoly0057s0089;Name=Mp7g05820","Mp7g05820",0.00100024025,12
"chr7","feature","gene",6881840,6886643,".","-",".","ID=Mp7g05830;MapolyID=Mapoly0057s0088;Name=Mp7g05830","Mp7g05830",0.0011907954,17
"chr7","feature","gene",6891793,6891872,".","-",".","ID=Mp7g05835a;Name=Mp7g05835a;locus_type=pre_trna;note=aa:Leu%2Canticodon:tag;product=tRNA-Leu","Mp7g05835a",0.00328665,8
"chr7","feature","gene",6914962,6916877,".","-",".","ID=Mp7g05840;MapolyID=Mapoly0057s0087;Name=Mp7g05840","Mp7g05840",0.000571429333333333,5
"chr7","feature","gene",6923859,6925551,".","+",".","ID=Mp7g05850;MapolyID=Mapoly0057s0086;Name=Mp7g05850","Mp7g05850",0.0008098245,5
"chr7","feature","gene",6931067,6935544,".","-",".","ID=Mp7g05860;MapolyID=Mapoly0057s0085;Name=Mp7g05860","Mp7g05860",0.0025087,20
"chr7","feature","gene",6939955,6942636,".","+",".","ID=Mp7g05870;MapolyID=Mapoly0057s0084;Name=Mp7g05870","Mp7g05870",0.000920634666666667,7
"chr7","feature","gene",6973794,6975281,".","-",".","ID=Mp7g05880;MapolyID=Mapoly0057s0083;Name=Mp7g05880","Mp7g05880",0.00344484,25
"chr7","feature","gene",6976586,6978070,".","-",".","ID=Mp7g05890;MapolyID=Mapoly0057s0082;Name=Mp7g05890","Mp7g05890",0.002318514,16
"chr7","feature","gene",6987254,6993404,".","-",".","ID=Mp7g05900;MapolyID=Mapoly0057s0081;Name=Mp7g05900","Mp7g05900",0.0014667866,19
"chr7","feature","gene",6996738,7004988,".","-",".","ID=Mp7g05910;MapolyID=Mapoly0057s0080;Name=Mp7g05910","Mp7g05910",0.000952380166666667,18
"chr7","feature","gene",7011665,7013256,".","+",".","ID=Mp7g05920;MapolyID=Mapoly0057s0079;Name=Mp7g05920","Mp7g05920",0.00130158633333333,10
"chr7","feature","gene",7023874,7025275,".","-",".","ID=Mp7g05930;MapolyID=Mapoly0057s0078;Name=Mp7g05930","Mp7g05930",0.000730159,6
"chr7","feature","gene",7027561,7029724,".","+",".","ID=Mp7g05940;MapolyID=Mapoly0057s0077;Name=Mp7g05940","Mp7g05940",0.00125407333333333,10
"chr7","feature","gene",7032947,7035245,".","+",".","ID=Mp7g05950;MapolyID=Mapoly0057s0076;Name=Mp7g05950","Mp7g05950",0.00066674175,8
"chr7","feature","gene",7043746,7045770,".","+",".","ID=Mp7g05960;MapolyID=Mapoly0057s0075;Name=Mp7g05960","Mp7g05960",0.0012381,3
"chr7","feature","gene",7051680,7064660,".","+",".","ID=Mp7g05970;MapolyID=Mapoly0057s0074;Name=Mp7g05970","Mp7g05970",0.00217755418181818,56
"chr7","feature","gene",7071254,7072544,".","+",".","ID=Mp7g05980;MapolyID=Mapoly0057s0073;Name=Mp7g05980","Mp7g05980",0.002238095,11
"chr7","feature","gene",7073900,7075677,".","+",".","ID=Mp7g05990;MapolyID=Mapoly0057s0072;Name=Mp7g05990","Mp7g05990",0.000714286,5
"chr7","feature","gene",7076179,7078880,".","-",".","ID=Mp7g06000;MapolyID=Mapoly0057s0071;Name=Mp7g06000","Mp7g06000",0.000714694,5
"chr7","feature","gene",7078900,7082080,".","-",".","ID=Mp7g06010;MapolyID=Mapoly0057s0070;Name=Mp7g06010","Mp7g06010",0.000508208666666667,6
"chr7","feature","gene",7088501,7099673,".","+",".","ID=Mp7g06020;MapolyID=Mapoly0057s0069;Name=Mp7g06020","Mp7g06020",0.000887595090909091,27
"chr7","feature","gene",7135385,7138412,".","-",".","ID=Mp7g06030;MapolyID=Mapoly0057s0068;Name=Mp7g06030","Mp7g06030",0.000650817666666667,5
"chr7","feature","gene",7154683,7156211,".","-",".","ID=Mp7g06040;MapolyID=Mapoly0057s0067;Name=Mp7g06040","Mp7g06040",0.00322271666666667,23
"chr7","feature","gene",7156130,7157416,".","-",".","ID=Mp7g06050;MapolyID=Mapoly0057s0066;Name=Mp7g06050","Mp7g06050",0.002333335,10
"chr7","feature","gene",7158608,7164314,".","-",".","ID=Mp7g06060;MapolyID=Mapoly0057s0065;Name=Mp7g06060","Mp7g06060",0.00124544385714286,31
"chr7","feature","gene",7162905,7162976,".","+",".","ID=Mp7g06065a;Name=Mp7g06065a;locus_type=pre_trna;note=aa:Thr%2Canticodon:tgt;product=tRNA-Thr","Mp7g06065a",0.00114286,4
"chr7","feature","gene",7170132,7173262,".","-",".","ID=Mp7g06070;MapolyID=Mapoly0057s0064;Name=Mp7g06070","Mp7g06070",0.000555659333333333,5
"chr7","feature","gene",7180985,7187962,".","+",".","ID=Mp7g06080;MapolyID=Mapoly0057s0063;Name=Mp7g06080","Mp7g06080",0.00194657025,36
"chr7","feature","gene",7195708,7198686,".","+",".","ID=Mp7g06090;MapolyID=Mapoly0057s0062;Name=Mp7g06090","Mp7g06090",0.00055958175,8
"chr7","feature","gene",7220053,7227166,".","+",".","ID=Mp7g06100;MapolyID=Mapoly0057s0061;Name=Mp7g06100","Mp7g06100",0.0018337955,24
"chr7","feature","gene",7229049,7229121,".","-",".","ID=Mp7g06105a;Name=Mp7g06105a;locus_type=pre_trna;note=aa:Glu%2Canticodon:ctc;product=tRNA-Glu","Mp7g06105a",0.00376693,11
"chr7","feature","gene",7229504,7231599,".","+",".","ID=Mp7g06110;MapolyID=Mapoly0057s0060;Name=Mp7g06110","Mp7g06110",0.00374813,27
"chr7","feature","gene",7234589,7236934,".","+",".","ID=Mp7g06120;MapolyID=Mapoly0057s0059;Name=Mp7g06120","Mp7g06120",0.00109524,4
"chr7","feature","gene",7236935,7240340,".","+",".","ID=Mp7g06130;MapolyID=Mapoly0057s0058;Name=Mp7g06130","Mp7g06130",0.0005428874,7
"chr7","feature","gene",7245190,7245262,".","-",".","ID=Mp7g06135a;Name=Mp7g06135a;locus_type=pre_trna;note=aa:Glu%2Canticodon:ctc;product=tRNA-Glu","Mp7g06135a",0.00428571,10
"chr7","feature","gene",7245493,7247905,".","+",".","ID=Mp7g06140;MapolyID=Mapoly0057s0057;Name=Mp7g06140","Mp7g06140",0.00209523666666667,14
"chr7","feature","gene",7254054,7256716,".","+",".","ID=Mp7g06150;MapolyID=Mapoly0057s0056;Name=Mp7g06150","Mp7g06150",0.00120635066666667,10
"chr7","feature","gene",7262572,7263571,".","-",".","ID=Mp7g06160;MapolyID=Mapoly0057s0055;Name=Mp7g06160","Mp7g06160",0.0028118,7
"chr7","feature","gene",7270014,7272424,".","+",".","ID=Mp7g06170;MapolyID=Mapoly0057s0054;Name=Mp7g06170","Mp7g06170",0.00276219,16
"chr7","feature","gene",7275399,7277515,".","-",".","ID=Mp7g06180;MapolyID=Mapoly0057s0053;Name=Mp7g06180","Mp7g06180",0.00125420133333333,9
"chr7","feature","gene",7283102,7286244,".","-",".","ID=Mp7g06190;MapolyID=Mapoly0057s0052;Name=Mp7g06190","Mp7g06190",0.0032980725,30
"chr7","feature","gene",7287309,7291799,".","+",".","ID=Mp7g06210;MapolyID=Mapoly0057s0050;Name=Mp7g06210","Mp7g06210",0.0015907026,21
"chr7","feature","gene",7297477,7300084,".","-",".","ID=Mp7g06220;MapolyID=Mapoly0057s0049;Name=Mp7g06220","Mp7g06220",0.001238097,9
"chr7","feature","gene",7319508,7321131,".","-",".","ID=Mp7g06230;MapolyID=Mapoly0057s0048;Name=Mp7g06230","Mp7g06230",0.00371428333333333,26
"chr7","feature","gene",7321732,7328429,".","-",".","ID=Mp7g06240;MapolyID=Mapoly0057s0047;Name=Mp7g06240","Mp7g06240",0.0020596775,31
"chr7","feature","gene",7341690,7345430,".","-",".","ID=Mp7g06250;MapolyID=Mapoly0057s0046;Name=Mp7g06250","Mp7g06250",0.0028215675,25
"chr7","feature","gene",7344926,7345854,".","+",".","ID=Mp7g06260;MapolyID=Mapoly0057s0045;Name=Mp7g06260","Mp7g06260",0.00238095,6
"chr7","feature","gene",7345569,7350284,".","+",".","ID=Mp7g06270;MapolyID=Mapoly0057s0044;Name=Mp7g06270","Mp7g06270",0.001561986,19
"chr7","feature","gene",7349061,7355017,".","-",".","ID=Mp7g06280;MapolyID=Mapoly0057s0043;Name=Mp7g06280","Mp7g06280",0.00110913228571429,21
"chr7","feature","gene",7372278,7376091,".","-",".","ID=Mp7g06290;MapolyID=Mapoly0057s0042;Name=Mp7g06290","Mp7g06290",0.0010096316,16
"chr7","feature","gene",7376884,7385199,".","+",".","ID=Mp7g06310;MapolyID=Mapoly0057s0040;Name=Mp7g06310","Mp7g06310",0.00144913671428571,33
"chr7","feature","gene",7386165,7389638,".","+",".","ID=Mp7g06320;MapolyID=Mapoly0057s0039;Name=Mp7g06320","Mp7g06320",0.000889014666666667,7
"chr7","feature","gene",7393051,7394354,".","+",".","ID=Mp7g06330;MapolyID=Mapoly0057s0038;Name=Mp7g06330","Mp7g06330",0.001501065,7
"chr7","feature","gene",7395237,7395310,".","+",".","ID=Mp7g06335a;Name=Mp7g06335a;locus_type=pre_trna;note=aa:Val%2Canticodon:aac;product=tRNA-Val","Mp7g06335a",0.000571429,2
"chr7","feature","gene",7396830,7399700,".","+",".","ID=Mp7g06340;MapolyID=Mapoly0057s0037;Name=Mp7g06340","Mp7g06340",0.000698414333333333,5
"chr7","feature","gene",7403108,7405917,".","-",".","ID=Mp7g06350;MapolyID=Mapoly0057s0036;Name=Mp7g06350","Mp7g06350",0.002032,15
"chr7","feature","gene",7406557,7412093,".","-",".","ID=Mp7g06360;MapolyID=Mapoly0057s0035;Name=Mp7g06360","Mp7g06360",0.0009619882,14
"chr7","feature","gene",7414326,7416573,".","-",".","ID=Mp7g06370;MapolyID=Mapoly0057s0034;Name=Mp7g06370","Mp7g06370",0.00180952633333333,13
"chr7","feature","gene",7425970,7431485,".","-",".","ID=Mp7g06380;MapolyID=Mapoly0057s0033;Name=Mp7g06380","Mp7g06380",0.00115104633333333,20
"chr7","feature","gene",7443911,7449295,".","+",".","ID=Mp7g06390;MapolyID=Mapoly0057s0032;Name=Mp7g06390","Mp7g06390",0.0015905234,18
"chr7","feature","gene",7450017,7456107,".","-",".","ID=Mp7g06400;MapolyID=Mapoly0057s0031;Name=Mp7g06400","Mp7g06400",0.00065491825,7
"chr7","feature","gene",7458545,7463907,".","-",".","ID=Mp7g06410;MapolyID=Mapoly0057s0029;Name=Mp7g06410","Mp7g06410",0.0005714288,9
"chr7","feature","gene",7468281,7470482,".","-",".","ID=Mp7g06420;MapolyID=Mapoly0057s0028;Name=Mp7g06420","Mp7g06420",0.000730285666666667,8
"chr7","feature","gene",7507669,7511442,".","-",".","ID=Mp7g06430;MapolyID=Mapoly0057s0027;Name=Mp7g06430","Mp7g06430",0.000508027,4
"chr7","feature","gene",7534142,7535046,".","+",".","ID=Mp7g06440;MapolyID=Mapoly0057s0026;Name=Mp7g06440","Mp7g06440",0.001619485,9
"chr7","feature","gene",7536185,7540016,".","-",".","ID=Mp7g06450;MapolyID=Mapoly0057s0025;Name=Mp7g06450","Mp7g06450",0.0008952384,11
"chr7","feature","gene",7557418,7557717,".","-",".","ID=Mp7g06460;MapolyID=Mapoly0057s0024;Name=Mp7g06460","Mp7g06460",0.000285714,1
"chr7","feature","gene",7584165,7585320,".","-",".","ID=Mp7g06470;MapolyID=Mapoly0057s0020;Name=Mp7g06470","Mp7g06470",0.00247619,9
"chr7","feature","gene",7590801,7592443,".","+",".","ID=Mp7g06480;MapolyID=Mapoly0057s0019;Name=Mp7g06480","Mp7g06480",0.00204768666666667,20
"chr7","feature","gene",7604973,7606884,".","-",".","ID=Mp7g06490;MapolyID=Mapoly0057s0018;Name=Mp7g06490","Mp7g06490",0.0015477325,11
"chr7","feature","gene",7607847,7612502,".","-",".","ID=Mp7g06500;MapolyID=Mapoly0057s0017;Name=Mp7g06500","Mp7g06500",NA,NA
"chr7","feature","gene",7638823,7645006,".","+",".","ID=Mp7g06510;MapolyID=Mapoly0057s0016;Name=Mp7g06510","Mp7g06510",0.00100000166666667,14
"chr7","feature","gene",7668791,7669529,".","-",".","ID=Mp7g06520;MapolyID=Mapoly0057s0015;Name=Mp7g06520","Mp7g06520",0.000571429,3
"chr7","feature","gene",7681749,7685789,".","+",".","ID=Mp7g06530;MapolyID=Mapoly0057s0014;Name=Mp7g06530","Mp7g06530",0.00123865166666667,10
"chr7","feature","gene",7688034,7696603,".","+",".","ID=Mp7g06540;MapolyID=Mapoly0057s0013;Name=Mp7g06540","Mp7g06540",0.000714319428571429,12
"chr7","feature","gene",7702264,7708668,".","-",".","ID=Mp7g06550;MapolyID=Mapoly0057s0012;Name=Mp7g06550","Mp7g06550",0.000587347333333333,10
"chr7","feature","gene",7728037,7734784,".","+",".","ID=Mp7g06560;MapolyID=Mapoly0057s0011;Name=Mp7g06560","Mp7g06560",0.000841269666666667,14
"chr7","feature","gene",7735844,7737366,".","+",".","ID=Mp7g06570;MapolyID=Mapoly0057s0010;Name=Mp7g06570","Mp7g06570",0.000714287,4
"chr7","feature","gene",7738206,7741510,".","-",".","ID=Mp7g06580;MapolyID=Mapoly0057s0009;Name=Mp7g06580","Mp7g06580",0.0009285715,12
"chr7","feature","gene",7740634,7740765,".","-",".","ID=Mp7g06583;Name=Mp7g06583;locus_type=pre-miRNA","Mp7g06583",0.000571429,2
"chr7","feature","gene",7740890,7741029,".","-",".","ID=Mp7g06587;Name=Mp7g06587;locus_type=pre-miRNA","Mp7g06587",0.0004285715,3
"chr7","feature","gene",7748877,7752988,".","+",".","ID=Mp7g06600;MapolyID=Mapoly0057s0007;Name=Mp7g06600","Mp7g06600",0.0009335546,13
"chr7","feature","gene",7755627,7758392,".","+",".","ID=Mp7g06610;MapolyID=Mapoly0057s0006;Name=Mp7g06610","Mp7g06610",0.00222635525,26
"chr7","feature","gene",7762452,7766307,".","+",".","ID=Mp7g06620;MapolyID=Mapoly0057s0005;Name=Mp7g06620","Mp7g06620",0.00199054,27
"chr7","feature","gene",7775111,7777076,".","+",".","ID=Mp7g06630;MapolyID=Mapoly0057s0004;Name=Mp7g06630","Mp7g06630",0.00228571666666667,16
"chr7","feature","gene",7779252,7784417,".","-",".","ID=Mp7g06640;MapolyID=Mapoly0057s0003;Name=Mp7g06640","Mp7g06640",0.0009904754,12
"chr7","feature","gene",7791186,7793086,".","+",".","ID=Mp7g06650;MapolyID=Mapoly0057s0002;Name=Mp7g06650","Mp7g06650",0.00211128666666667,14
"chr7","feature","gene",7796549,7797283,".","+",".","ID=Mp7g06660;MapolyID=Mapoly0057s0001;Name=Mp7g06660","Mp7g06660",0.002761905,16
"chr7","feature","gene",7802090,7803896,".","-",".","ID=Mp7g06670;MapolyID=Mapoly1169s0001;Name=Mp7g06670","Mp7g06670",0.0009523815,5
"chr7","feature","gene",7816145,7817425,".","+",".","ID=Mp7g06680;MapolyID=Mapoly0314s0003;Name=Mp7g06680","Mp7g06680",0.000809522,5
"chr7","feature","gene",7819333,7821513,".","+",".","ID=Mp7g06690;MapolyID=Mapoly0314s0004;Name=Mp7g06690","Mp7g06690",0.00119054666666667,7
"chr7","feature","gene",7846291,7849611,".","+",".","ID=Mp7g06700;MapolyID=Mapoly0199s0021;Name=Mp7g06700","Mp7g06700",0.00179787075,19
"chr7","feature","gene",7859873,7861283,".","-",".","ID=Mp7g06710;MapolyID=Mapoly0199s0020;Name=Mp7g06710","Mp7g06710",0.002254378,16
"chr7","feature","gene",7862451,7863792,".","-",".","ID=Mp7g06720;MapolyID=Mapoly0199s0019;Name=Mp7g06720","Mp7g06720",0.006906735,33
"chr7","feature","gene",7865522,7866883,".","-",".","ID=Mp7g06730;MapolyID=Mapoly0199s0018;Name=Mp7g06730","Mp7g06730",0.00142857,7
"chr7","feature","gene",7879112,7880558,".","+",".","ID=Mp7g06740;MapolyID=Mapoly0199s0017;Name=Mp7g06740","Mp7g06740",0.003809525,19
"chr7","feature","gene",7881577,7882919,".","-",".","ID=Mp7g06750;MapolyID=Mapoly0199s0016;Name=Mp7g06750","Mp7g06750",0.005245145,27
"chr7","feature","gene",7883819,7885468,".","-",".","ID=Mp7g06760;MapolyID=Mapoly0199s0015;Name=Mp7g06760","Mp7g06760",0.00370159,30
"chr7","feature","gene",7893607,7895304,".","-",".","ID=Mp7g06770;MapolyID=Mapoly0199s0014;Name=Mp7g06770","Mp7g06770",0.00496864333333333,34
"chr7","feature","gene",7897387,7898693,".","-",".","ID=Mp7g06780;MapolyID=Mapoly0199s0013;Name=Mp7g06780","Mp7g06780",0.00328615,17
"chr7","feature","gene",7900419,7901706,".","-",".","ID=Mp7g06790;MapolyID=Mapoly0199s0012;Name=Mp7g06790","Mp7g06790",0.00535867,25
"chr7","feature","gene",7903628,7906032,".","-",".","ID=Mp7g06800;MapolyID=Mapoly0199s0011;Name=Mp7g06800","Mp7g06800",0.003309525,31
"chr7","feature","gene",7904266,7904337,".","-",".","ID=Mp7g06805a;Name=Mp7g06805a;locus_type=pre_trna;note=aa:Gly%2Canticodon:tcc;product=tRNA-Gly","Mp7g06805a",0.00590476,14
"chr7","feature","gene",7907277,7909257,".","+",".","ID=Mp7g06810;MapolyID=Mapoly0199s0010;Name=Mp7g06810","Mp7g06810",0.00354082,27
"chr7","feature","gene",7914898,7915791,".","-",".","ID=Mp7g06820;MapolyID=Mapoly0199s0009;Name=Mp7g06820","Mp7g06820",0.00295238,14
"chr7","feature","gene",7927027,7928999,".","-",".","ID=Mp7g06830;MapolyID=Mapoly0199s0008;Name=Mp7g06830","Mp7g06830",0.0008574565,5
"chr7","feature","gene",7938166,7939533,".","+",".","ID=Mp7g06840;MapolyID=Mapoly0199s0007;Name=Mp7g06840","Mp7g06840",0.001428937,7
"chr7","feature","gene",7939540,7942891,".","+",".","ID=Mp7g06850;MapolyID=Mapoly0199s0006;Name=Mp7g06850","Mp7g06850",0.000821708,9
"chr7","feature","gene",7944638,7945653,".","-",".","ID=Mp7g06860;Name=Mp7g06860","Mp7g06860",0.002120035,9
"chr7","feature","gene",7951211,7953382,".","-",".","ID=Mp7g06870;MapolyID=Mapoly0199s0005;Name=Mp7g06870","Mp7g06870",0.00204831666666667,15
"chr7","feature","gene",7954953,7961055,".","-",".","ID=Mp7g06880;MapolyID=Mapoly0199s0004;Name=Mp7g06880","Mp7g06880",0.00286923425,56
"chr7","feature","gene",7975958,7977172,".","+",".","ID=Mp7g06890;MapolyID=Mapoly0199s0003;Name=Mp7g06890","Mp7g06890",0.00317515666666667,19
"chr7","feature","gene",7978499,7981857,".","+",".","ID=Mp7g06900;MapolyID=Mapoly0199s0002;Name=Mp7g06900","Mp7g06900",0.002119135,18
"chr7","feature","gene",8007202,8009436,".","-",".","ID=Mp7g06910;MapolyID=Mapoly0199s0001;Name=Mp7g06910","Mp7g06910",NA,NA
"chr7","feature","gene",8028368,8029962,".","+",".","ID=Mp7g06920;MapolyID=Mapoly0233s0002;Name=Mp7g06920","Mp7g06920",0.00140492,10
"chr7","feature","gene",8089957,8091452,".","-",".","ID=Mp7g06930;MapolyID=Mapoly0233s0001;Name=Mp7g06930","Mp7g06930",0.00166667,9
"chr7","feature","gene",8128149,8128805,".","-",".","ID=Mp7g06940;MapolyID=Mapoly0076s0100;Name=Mp7g06940","Mp7g06940",0.00247619,5
"chr7","feature","gene",8135990,8140405,".","+",".","ID=Mp7g06950;MapolyID=Mapoly0076s0099;Name=Mp7g06950","Mp7g06950",0.00233335083333333,33
"chr7","feature","gene",8140893,8145664,".","-",".","ID=Mp7g06960;MapolyID=Mapoly0076s0098;Name=Mp7g06960","Mp7g06960",0.0034006592,41
"chr7","feature","gene",8156665,8158806,".","-",".","ID=Mp7g06970;MapolyID=Mapoly0076s0097;Name=Mp7g06970","Mp7g06970",0.00393906333333333,29
"chr7","feature","gene",8165151,8168696,".","-",".","ID=Mp7g06980;MapolyID=Mapoly0076s0096;Name=Mp7g06980","Mp7g06980",0.00150873433333333,13
"chr7","feature","gene",8170789,8176441,".","-",".","ID=Mp7g06990;MapolyID=Mapoly0076s0095;Name=Mp7g06990","Mp7g06990",0.00244945857142857,35
"chr7","feature","gene",8181293,8183001,".","+",".","ID=Mp7g07000;MapolyID=Mapoly0076s0094;Name=Mp7g07000","Mp7g07000",0.00563594,39
"chr7","feature","gene",8190159,8194349,".","-",".","ID=Mp7g07010;MapolyID=Mapoly0076s0093;Name=Mp7g07010","Mp7g07010",0.002124123,26
"chr7","feature","gene",8195393,8200272,".","-",".","ID=Mp7g07020;MapolyID=Mapoly0076s0092;Name=Mp7g07020","Mp7g07020",0.00173098666666667,25
"chr7","feature","gene",8204336,8209957,".","-",".","ID=Mp7g07030;MapolyID=Mapoly0076s0091;Name=Mp7g07030","Mp7g07030",0.0007047626,7
"chr7","feature","gene",8229690,8231186,".","-",".","ID=Mp7g07040;MapolyID=Mapoly0076s0090;Name=Mp7g07040","Mp7g07040",NA,NA
"chr7","feature","gene",8237456,8240570,".","+",".","ID=Mp7g07050;MapolyID=Mapoly0076s0089;Name=Mp7g07050","Mp7g07050",0.00164360725,16
"chr7","feature","gene",8281181,8287463,".","-",".","ID=Mp7g07060;MapolyID=Mapoly0076s0088;Name=Mp7g07060","Mp7g07060",0.00305509714285714,58
"chr7","feature","gene",8304326,8306318,".","-",".","ID=Mp7g07070;MapolyID=Mapoly0076s0087;Name=Mp7g07070","Mp7g07070",0.00395273,27
"chr7","feature","gene",8315515,8319622,".","+",".","ID=Mp7g07080;MapolyID=Mapoly0076s0086;Name=Mp7g07080","Mp7g07080",0.0022192578,36
"chr7","feature","gene",8338225,8343008,".","+",".","ID=Mp7g07090;MapolyID=Mapoly0076s0085;Name=Mp7g07090","Mp7g07090",0.00250874483333333,41
"chr7","feature","gene",8342586,8343620,".","-",".","ID=Mp7g07100;MapolyID=Mapoly0076s0084;Name=Mp7g07100","Mp7g07100",0.00304815,19
"chr7","feature","gene",8345558,8348045,".","+",".","ID=Mp7g07110;MapolyID=Mapoly0076s0083;Name=Mp7g07110","Mp7g07110",0.0025957275,29
"chr7","feature","gene",8347283,8353429,".","-",".","ID=Mp7g07120;MapolyID=Mapoly0076s0082;Name=Mp7g07120","Mp7g07120",0.00281074414285714,49
"chr7","feature","gene",8360359,8362250,".","-",".","ID=Mp7g07130;MapolyID=Mapoly0076s0081;Name=Mp7g07130","Mp7g07130",0.00192219966666667,15
"chr7","feature","gene",8362815,8363743,".","-",".","ID=Mp7g07140;MapolyID=Mapoly0076s0080;Name=Mp7g07140","Mp7g07140",0.000571429,3
"chr7","feature","gene",8363159,8364695,".","+",".","ID=Mp7g07150;MapolyID=Mapoly0076s0079;Name=Mp7g07150","Mp7g07150",0.0008571445,4
"chr7","feature","gene",8369365,8372468,".","-",".","ID=Mp7g07160;Name=Mp7g07160","Mp7g07160",0.00171526,17
"chr7","feature","gene",8401570,8403666,".","+",".","ID=Mp7g07170;MapolyID=Mapoly0076s0075;Name=Mp7g07170","Mp7g07170",0.0008337585,4
"chr7","feature","gene",8408655,8412788,".","-",".","ID=Mp7g07200;MapolyID=Mapoly0076s0077;Name=Mp7g07200","Mp7g07200",0.0013238356,13
"chr7","feature","gene",8425991,8431092,".","-",".","ID=Mp7g07210;MapolyID=Mapoly0076s0072;Name=Mp7g07210","Mp7g07210",0.00275599142857143,45
"chr7","feature","gene",8433811,8438752,".","-",".","ID=Mp7g07230;MapolyID=Mapoly0076s0071;Name=Mp7g07230","Mp7g07230",0.00603373166666667,89
